"timestamp","payload"
"18176","{""internal_temperature"":{""N"":""32.77999878""},""pressure"":{""N"":""971.5395508""},""external_temperature"":{""N"":""31.875""},""timestamp"":{""N"":""18176""}}"
"1205442","{""internal_temperature"":{""N"":""31.26000023""},""pressure"":{""N"":""973.383606""},""external_temperature"":{""N"":""30.8125""},""timestamp"":{""N"":""1205442""}}"
"30202","{""internal_temperature"":{""N"":""31.54999924""},""pressure"":{""N"":""970.0842285""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""30202""}}"
"737859","{""internal_temperature"":{""N"":""31.09000015""},""pressure"":{""N"":""973.4185791""},""external_temperature"":{""N"":""30.625""},""timestamp"":{""N"":""737859""}}"
"833502","{""internal_temperature"":{""N"":""31.12000084""},""pressure"":{""N"":""973.4350586""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""833502""}}"
"295451","{""internal_temperature"":{""N"":""32.25999832""},""pressure"":{""N"":""973.9820557""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""295451""}}"
"742414","{""internal_temperature"":{""N"":""31.09000015""},""pressure"":{""N"":""973.4202271""},""external_temperature"":{""N"":""30.625""},""timestamp"":{""N"":""742414""}}"
"103484","{""internal_temperature"":{""N"":""32.29000092""},""pressure"":{""N"":""974.0562744""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""103484""}}"
"184131","{""internal_temperature"":{""N"":""32.34999847""},""pressure"":{""N"":""974.2583008""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""184131""}}"
"581493","{""internal_temperature"":{""N"":""31.03000069""},""pressure"":{""N"":""973.4393921""},""external_temperature"":{""N"":""30.5625""},""timestamp"":{""N"":""581493""}}"
"21658","{""internal_temperature"":{""N"":""30.38999939""},""pressure"":{""N"":""973.4092407""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""21658""}}"
"759114","{""internal_temperature"":{""N"":""31.10000038""},""pressure"":{""N"":""973.4416504""},""external_temperature"":{""N"":""30.6875""},""timestamp"":{""N"":""759114""}}"
"707214","{""internal_temperature"":{""N"":""31.46999931""},""pressure"":{""N"":""973.3051758""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""707214""}}"
"995945","{""internal_temperature"":{""N"":""31.18000031""},""pressure"":{""N"":""973.4320068""},""external_temperature"":{""N"":""30.875""},""timestamp"":{""N"":""995945""}}"
"59839","{""internal_temperature"":{""N"":""32.00999832""},""pressure"":{""N"":""974.3075562""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""59839""}}"
"417250","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3965454""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""417250""}}"
"51866","{""internal_temperature"":{""N"":""32.25""},""pressure"":{""N"":""974.036377""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""51866""}}"
"342861","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.4223633""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""342861""}}"
"726950","{""internal_temperature"":{""N"":""31.46999931""},""pressure"":{""N"":""973.3201294""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""726950""}}"
"88595","{""internal_temperature"":{""N"":""32.72000122""},""pressure"":{""N"":""975.2075195""},""external_temperature"":{""N"":""31.375""},""timestamp"":{""N"":""88595""}}"
"432430","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3853149""},""external_temperature"":{""N"":""30.125""},""timestamp"":{""N"":""432430""}}"
"294956","{""internal_temperature"":{""N"":""32.38999939""},""pressure"":{""N"":""974.1323242""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""294956""}}"
"167628","{""internal_temperature"":{""N"":""32.18000031""},""pressure"":{""N"":""974.3428345""},""external_temperature"":{""N"":""31.375""},""timestamp"":{""N"":""167628""}}"
"68947","{""internal_temperature"":{""N"":""32.00999832""},""pressure"":{""N"":""974.3443604""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""68947""}}"
"538983","{""internal_temperature"":{""N"":""31.02000046""},""pressure"":{""N"":""973.4232178""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""538983""}}"
"364406","{""internal_temperature"":{""N"":""30.92000008""},""pressure"":{""N"":""973.4246826""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""364406""}}"
"486239","{""internal_temperature"":{""N"":""32.41999817""},""pressure"":{""N"":""974.036377""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""486239""}}"
"530268","{""internal_temperature"":{""N"":""32.40999985""},""pressure"":{""N"":""974.0314941""},""external_temperature"":{""N"":""30.625""},""timestamp"":{""N"":""530268""}}"
"947365","{""internal_temperature"":{""N"":""31.17000008""},""pressure"":{""N"":""973.4622803""},""external_temperature"":{""N"":""30.8125""},""timestamp"":{""N"":""947365""}}"
"91841","{""internal_temperature"":{""N"":""30.47999954""},""pressure"":{""N"":""973.4473267""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""91841""}}"
"111362","{""internal_temperature"":{""N"":""32.72999954""},""pressure"":{""N"":""975.1973267""},""external_temperature"":{""N"":""32.625""},""timestamp"":{""N"":""111362""}}"
"293438","{""internal_temperature"":{""N"":""32.38999939""},""pressure"":{""N"":""974.1010132""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""293438""}}"
"265090","{""internal_temperature"":{""N"":""32.25""},""pressure"":{""N"":""973.9664307""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""265090""}}"
"886638","{""internal_temperature"":{""N"":""31.13999939""},""pressure"":{""N"":""973.4081421""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""886638""}}"
"30424","{""internal_temperature"":{""N"":""30.62999916""},""pressure"":{""N"":""973.4315796""},""external_temperature"":{""N"":""30.6875""},""timestamp"":{""N"":""30424""}}"
"38204","{""internal_temperature"":{""N"":""32.22999954""},""pressure"":{""N"":""974.0165405""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""38204""}}"
"291920","{""internal_temperature"":{""N"":""32.38999939""},""pressure"":{""N"":""974.1190796""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""291920""}}"
"549612","{""internal_temperature"":{""N"":""31.02000046""},""pressure"":{""N"":""973.4765625""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""549612""}}"
"478261","{""internal_temperature"":{""N"":""30.97999954""},""pressure"":{""N"":""973.4302979""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""478261""}}"
"695070","{""internal_temperature"":{""N"":""31.46999931""},""pressure"":{""N"":""973.34375""},""external_temperature"":{""N"":""30.125""},""timestamp"":{""N"":""695070""}}"
"24922","{""internal_temperature"":{""N"":""31.95000076""},""pressure"":{""N"":""974.2957764""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""24922""}}"
"40830","{""internal_temperature"":{""N"":""31.56999969""},""pressure"":{""N"":""970.1255493""},""external_temperature"":{""N"":""30.8125""},""timestamp"":{""N"":""40830""}}"
"233556","{""internal_temperature"":{""N"":""31.5""},""pressure"":{""N"":""973.4543457""},""external_temperature"":{""N"":""30.0625""},""timestamp"":{""N"":""233556""}}"
"29853","{""internal_temperature"":{""N"":""32.31000137""},""pressure"":{""N"":""974.0964355""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""29853""}}"
"32425","{""internal_temperature"":{""N"":""32.75999832""},""pressure"":{""N"":""975.1771851""},""external_temperature"":{""N"":""31.375""},""timestamp"":{""N"":""32425""}}"
"979246","{""internal_temperature"":{""N"":""31.17000008""},""pressure"":{""N"":""973.4160767""},""external_temperature"":{""N"":""30.9375""},""timestamp"":{""N"":""979246""}}"
"143988","{""internal_temperature"":{""N"":""31.5""},""pressure"":{""N"":""973.4289551""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""143988""}}"
"47394","{""internal_temperature"":{""N"":""32.75""},""pressure"":{""N"":""971.4681396""},""external_temperature"":{""N"":""31.5625""},""timestamp"":{""N"":""47394""}}"
"238110","{""internal_temperature"":{""N"":""31.5""},""pressure"":{""N"":""973.4326782""},""external_temperature"":{""N"":""30.0625""},""timestamp"":{""N"":""238110""}}"
"394478","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3781128""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""394478""}}"
"847167","{""internal_temperature"":{""N"":""31.12999916""},""pressure"":{""N"":""973.4475098""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""847167""}}"
"68376","{""internal_temperature"":{""N"":""30.69000053""},""pressure"":{""N"":""973.4226074""},""external_temperature"":{""N"":""30.6875""},""timestamp"":{""N"":""68376""}}"
"554166","{""internal_temperature"":{""N"":""31.02000046""},""pressure"":{""N"":""973.4342041""},""external_temperature"":{""N"":""30.6875""},""timestamp"":{""N"":""554166""}}"
"135169","{""internal_temperature"":{""N"":""30.77000046""},""pressure"":{""N"":""973.3858032""},""external_temperature"":{""N"":""30.6875""},""timestamp"":{""N"":""135169""}}"
"12587","{""internal_temperature"":{""N"":""32.29000092""},""pressure"":{""N"":""974.09729""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""12587""}}"
"143338","{""internal_temperature"":{""N"":""32.15000153""},""pressure"":{""N"":""974.3701782""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""143338""}}"
"53383","{""internal_temperature"":{""N"":""29.46999931""},""pressure"":{""N"":""973.319519""},""external_temperature"":{""N"":""29.4375""},""timestamp"":{""N"":""53383""}}"
"59459","{""internal_temperature"":{""N"":""32.25999832""},""pressure"":{""N"":""974.0861206""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""59459""}}"
"83932","{""internal_temperature"":{""N"":""32.27000046""},""pressure"":{""N"":""974.2714233""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""83932""}}"
"115814","{""internal_temperature"":{""N"":""32.29999924""},""pressure"":{""N"":""974.2385864""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""115814""}}"
"461275","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3634644""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""461275""}}"
"113343","{""internal_temperature"":{""N"":""32.31000137""},""pressure"":{""N"":""974.1918945""},""external_temperature"":{""N"":""31.375""},""timestamp"":{""N"":""113343""}}"
"1182672","{""internal_temperature"":{""N"":""31.25""},""pressure"":{""N"":""973.3950806""},""external_temperature"":{""N"":""30.875""},""timestamp"":{""N"":""1182672""}}"
"65419","{""internal_temperature"":{""N"":""32.52999878""},""pressure"":{""N"":""971.5232544""},""external_temperature"":{""N"":""32.9375""},""timestamp"":{""N"":""65419""}}"
"370862","{""internal_temperature"":{""N"":""32.41999817""},""pressure"":{""N"":""974.0848389""},""external_temperature"":{""N"":""31.125""},""timestamp"":{""N"":""370862""}}"
"296474","{""internal_temperature"":{""N"":""32.38999939""},""pressure"":{""N"":""974.1378784""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""296474""}}"
"16950","{""internal_temperature"":{""N"":""32.20000076""},""pressure"":{""N"":""974.0133057""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""16950""}}"
"395996","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3965454""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""395996""}}"
"152249","{""internal_temperature"":{""N"":""32.33000183""},""pressure"":{""N"":""974.2352905""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""152249""}}"
"100736","{""internal_temperature"":{""N"":""32.72999954""},""pressure"":{""N"":""975.1640625""},""external_temperature"":{""N"":""32""},""timestamp"":{""N"":""100736""}}"
"26141","{""internal_temperature"":{""N"":""32.72999954""},""pressure"":{""N"":""971.4375""},""external_temperature"":{""N"":""31.625""},""timestamp"":{""N"":""26141""}}"
"152446","{""internal_temperature"":{""N"":""32.15999985""},""pressure"":{""N"":""974.404541""},""external_temperature"":{""N"":""31.375""},""timestamp"":{""N"":""152446""}}"
"202661","{""internal_temperature"":{""N"":""30.51000023""},""pressure"":{""N"":""973.3762207""},""external_temperature"":{""N"":""30.4375""},""timestamp"":{""N"":""202661""}}"
"367826","{""internal_temperature"":{""N"":""32.41999817""},""pressure"":{""N"":""974.0848999""},""external_temperature"":{""N"":""31.125""},""timestamp"":{""N"":""367826""}}"
"540502","{""internal_temperature"":{""N"":""31.01000023""},""pressure"":{""N"":""973.4788208""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""540502""}}"
"72105","{""internal_temperature"":{""N"":""30.46999931""},""pressure"":{""N"":""973.4297485""},""external_temperature"":{""N"":""30.3125""},""timestamp"":{""N"":""72105""}}"
"528357","{""internal_temperature"":{""N"":""31.01000023""},""pressure"":{""N"":""973.4291992""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""528357""}}"
"26563","{""internal_temperature"":{""N"":""30.43000031""},""pressure"":{""N"":""973.3839111""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""26563""}}"
"230172","{""internal_temperature"":{""N"":""32.25""},""pressure"":{""N"":""973.9552612""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""230172""}}"
"150731","{""internal_temperature"":{""N"":""32.33000183""},""pressure"":{""N"":""974.2427368""},""external_temperature"":{""N"":""31.1875""},""timestamp"":{""N"":""150731""}}"
"552363","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3393555""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""552363""}}"
"1232767","{""internal_temperature"":{""N"":""31.26000023""},""pressure"":{""N"":""973.3503418""},""external_temperature"":{""N"":""30.8125""},""timestamp"":{""N"":""1232767""}}"
"549327","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3318481""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""549327""}}"
"271798","{""internal_temperature"":{""N"":""30.87000084""},""pressure"":{""N"":""973.4198608""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""271798""}}"
"68080","{""internal_temperature"":{""N"":""31.45999908""},""pressure"":{""N"":""973.4765015""},""external_temperature"":{""N"":""30.125""},""timestamp"":{""N"":""68080""}}"
"479493","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3760986""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""479493""}}"
"1196334","{""internal_temperature"":{""N"":""31.25""},""pressure"":{""N"":""973.3674927""},""external_temperature"":{""N"":""30.8125""},""timestamp"":{""N"":""1196334""}}"
"550845","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3320313""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""550845""}}"
"71412","{""internal_temperature"":{""N"":""30.70000076""},""pressure"":{""N"":""973.3947144""},""external_temperature"":{""N"":""30.6875""},""timestamp"":{""N"":""71412""}}"
"398189","{""internal_temperature"":{""N"":""32.41999817""},""pressure"":{""N"":""974.0290527""},""external_temperature"":{""N"":""31.0625""},""timestamp"":{""N"":""398189""}}"
"50755","{""internal_temperature"":{""N"":""30.37000084""},""pressure"":{""N"":""973.4268799""},""external_temperature"":{""N"":""30.0625""},""timestamp"":{""N"":""50755""}}"
"175337","{""internal_temperature"":{""N"":""30.53000069""},""pressure"":{""N"":""973.4127197""},""external_temperature"":{""N"":""30.375""},""timestamp"":{""N"":""175337""}}"
"20671","{""internal_temperature"":{""N"":""32.18999863""},""pressure"":{""N"":""973.9176636""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""20671""}}"
"704178","{""internal_temperature"":{""N"":""31.46999931""},""pressure"":{""N"":""973.3435669""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""704178""}}"
"331886","{""internal_temperature"":{""N"":""32.25999832""},""pressure"":{""N"":""973.9910278""},""external_temperature"":{""N"":""31.375""},""timestamp"":{""N"":""331886""}}"
"319742","{""internal_temperature"":{""N"":""32.27000046""},""pressure"":{""N"":""973.9671631""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""319742""}}"
"1018716","{""internal_temperature"":{""N"":""31.18000031""},""pressure"":{""N"":""973.3933716""},""external_temperature"":{""N"":""30.875""},""timestamp"":{""N"":""1018716""}}"
"489277","{""internal_temperature"":{""N"":""32.41999817""},""pressure"":{""N"":""974.0290527""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""489277""}}"
"33898","{""internal_temperature"":{""N"":""32.31999969""},""pressure"":{""N"":""974.6268921""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""33898""}}"
"1120429","{""internal_temperature"":{""N"":""31.21999931""},""pressure"":{""N"":""973.380249""},""external_temperature"":{""N"":""30.9375""},""timestamp"":{""N"":""1120429""}}"
"46201","{""internal_temperature"":{""N"":""30.37000084""},""pressure"":{""N"":""973.4398193""},""external_temperature"":{""N"":""30.0625""},""timestamp"":{""N"":""46201""}}"
"203867","{""internal_temperature"":{""N"":""32.36000061""},""pressure"":{""N"":""974.2115479""},""external_temperature"":{""N"":""31.1875""},""timestamp"":{""N"":""203867""}}"
"740896","{""internal_temperature"":{""N"":""31.09000015""},""pressure"":{""N"":""973.4073486""},""external_temperature"":{""N"":""30.6875""},""timestamp"":{""N"":""740896""}}"
"100254","{""internal_temperature"":{""N"":""30.72999954""},""pressure"":{""N"":""973.4099121""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""100254""}}"
"5086","{""internal_temperature"":{""N"":""31.02000046""},""pressure"":{""N"":""973.5525513""},""external_temperature"":{""N"":""30.375""},""timestamp"":{""N"":""5086""}}"
"1241875","{""internal_temperature"":{""N"":""31.25""},""pressure"":{""N"":""973.3236084""},""external_temperature"":{""N"":""30.8125""},""timestamp"":{""N"":""1241875""}}"
"1087030","{""internal_temperature"":{""N"":""31.20999908""},""pressure"":{""N"":""973.40271""},""external_temperature"":{""N"":""30.9375""},""timestamp"":{""N"":""1087030""}}"
"106035","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.475708""},""external_temperature"":{""N"":""30.125""},""timestamp"":{""N"":""106035""}}"
"1258575","{""internal_temperature"":{""N"":""31.28000069""},""pressure"":{""N"":""973.3739624""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""1258575""}}"
"102467","{""internal_temperature"":{""N"":""30.48999977""},""pressure"":{""N"":""973.428772""},""external_temperature"":{""N"":""30.3125""},""timestamp"":{""N"":""102467""}}"
"12777","{""internal_temperature"":{""N"":""31.90999985""},""pressure"":{""N"":""974.2572021""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""12777""}}"
"16464","{""internal_temperature"":{""N"":""31.62999916""},""pressure"":{""N"":""970.2871704""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""16464""}}"
"673816","{""internal_temperature"":{""N"":""31.46999931""},""pressure"":{""N"":""973.3123169""},""external_temperature"":{""N"":""30.125""},""timestamp"":{""N"":""673816""}}"
"396671","{""internal_temperature"":{""N"":""32.41999817""},""pressure"":{""N"":""974.0567017""},""external_temperature"":{""N"":""31.0625""},""timestamp"":{""N"":""396671""}}"
"17635","{""internal_temperature"":{""N"":""32.18000031""},""pressure"":{""N"":""973.9296265""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""17635""}}"
"215630","{""internal_temperature"":{""N"":""30.84000015""},""pressure"":{""N"":""973.4028931""},""external_temperature"":{""N"":""30.8125""},""timestamp"":{""N"":""215630""}}"
"71493","{""internal_temperature"":{""N"":""32.54000092""},""pressure"":{""N"":""971.5195313""},""external_temperature"":{""N"":""32.875""},""timestamp"":{""N"":""71493""}}"
"279773","{""internal_temperature"":{""N"":""32.38999939""},""pressure"":{""N"":""974.125""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""279773""}}"
"591835","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3431396""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""591835""}}"
"73528","{""internal_temperature"":{""N"":""30.37999916""},""pressure"":{""N"":""973.371582""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""73528""}}"
"635860","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.322876""},""external_temperature"":{""N"":""30.125""},""timestamp"":{""N"":""635860""}}"
"569348","{""internal_temperature"":{""N"":""31.03000069""},""pressure"":{""N"":""973.4450073""},""external_temperature"":{""N"":""30.625""},""timestamp"":{""N"":""569348""}}"
"438790","{""internal_temperature"":{""N"":""30.93000031""},""pressure"":{""N"":""973.3979492""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""438790""}}"
"206903","{""internal_temperature"":{""N"":""32.36000061""},""pressure"":{""N"":""974.1670532""},""external_temperature"":{""N"":""31.1875""},""timestamp"":{""N"":""206903""}}"
"231505","{""internal_temperature"":{""N"":""30.53000069""},""pressure"":{""N"":""973.3674927""},""external_temperature"":{""N"":""30.4375""},""timestamp"":{""N"":""231505""}}"
"729986","{""internal_temperature"":{""N"":""31.45999908""},""pressure"":{""N"":""973.3584595""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""729986""}}"
"888156","{""internal_temperature"":{""N"":""31.13999939""},""pressure"":{""N"":""973.4301758""},""external_temperature"":{""N"":""30.6875""},""timestamp"":{""N"":""888156""}}"
"436984","{""internal_temperature"":{""N"":""31.48999977""},""pressure"":{""N"":""973.385498""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""436984""}}"
"573903","{""internal_temperature"":{""N"":""31.03000069""},""pressure"":{""N"":""973.4542236""},""external_temperature"":{""N"":""30.625""},""timestamp"":{""N"":""573903""}}"
"69598","{""internal_temperature"":{""N"":""31.45999908""},""pressure"":{""N"":""973.4898682""},""external_temperature"":{""N"":""30.125""},""timestamp"":{""N"":""69598""}}"
"862348","{""internal_temperature"":{""N"":""31.13999939""},""pressure"":{""N"":""973.454834""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""862348""}}"
"115143","{""internal_temperature"":{""N"":""31.48999977""},""pressure"":{""N"":""973.447998""},""external_temperature"":{""N"":""30.0625""},""timestamp"":{""N"":""115143""}}"
"601619","{""internal_temperature"":{""N"":""32.38999939""},""pressure"":{""N"":""974.0215454""},""external_temperature"":{""N"":""30.625""},""timestamp"":{""N"":""601619""}}"
"1197852","{""internal_temperature"":{""N"":""31.25""},""pressure"":{""N"":""973.3947754""},""external_temperature"":{""N"":""30.8125""},""timestamp"":{""N"":""1197852""}}"
"387176","{""internal_temperature"":{""N"":""30.94000053""},""pressure"":{""N"":""973.3999023""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""387176""}}"
"103888","{""internal_temperature"":{""N"":""30.39999962""},""pressure"":{""N"":""973.3908691""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""103888""}}"
"736059","{""internal_temperature"":{""N"":""31.46999931""},""pressure"":{""N"":""973.3146973""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""736059""}}"
"24541","{""internal_temperature"":{""N"":""32.22000122""},""pressure"":{""N"":""974.0527954""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""24541""}}"
"46776","{""internal_temperature"":{""N"":""30.62999916""},""pressure"":{""N"":""973.4536743""},""external_temperature"":{""N"":""30.4375""},""timestamp"":{""N"":""46776""}}"
"152814","{""internal_temperature"":{""N"":""32.34000015""},""pressure"":{""N"":""974.1087646""},""external_temperature"":{""N"":""31.375""},""timestamp"":{""N"":""152814""}}"
"64766","{""internal_temperature"":{""N"":""32.31000137""},""pressure"":{""N"":""974.1665039""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""64766""}}"
"88304","{""internal_temperature"":{""N"":""32.27000046""},""pressure"":{""N"":""974.0004883""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""88304""}}"
"81093","{""internal_temperature"":{""N"":""32.04000092""},""pressure"":{""N"":""974.3153076""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""81093""}}"
"364115","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3670044""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""364115""}}"
"30804","{""internal_temperature"":{""N"":""32.33000183""},""pressure"":{""N"":""974.1057739""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""30804""}}"
"34334","{""internal_temperature"":{""N"":""32.20000076""},""pressure"":{""N"":""973.8856201""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""34334""}}"
"190402","{""internal_temperature"":{""N"":""32.22000122""},""pressure"":{""N"":""974.3867798""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""190402""}}"
"118850","{""internal_temperature"":{""N"":""32.31000137""},""pressure"":{""N"":""974.2713013""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""118850""}}"
"6573","{""internal_temperature"":{""N"":""32.20999908""},""pressure"":{""N"":""974.5654907""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""6573""}}"
"679888","{""internal_temperature"":{""N"":""31.46999931""},""pressure"":{""N"":""973.3049927""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""679888""}}"
"593353","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3376465""},""external_temperature"":{""N"":""30.1875""},""timestamp"":{""N"":""593353""}}"
"17141","{""internal_temperature"":{""N"":""32.29000092""},""pressure"":{""N"":""974.0856323""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""17141""}}"
"1126501","{""internal_temperature"":{""N"":""31.22999954""},""pressure"":{""N"":""973.3655396""},""external_temperature"":{""N"":""30.9375""},""timestamp"":{""N"":""1126501""}}"
"727234","{""internal_temperature"":{""N"":""31.09000015""},""pressure"":{""N"":""973.4000244""},""external_temperature"":{""N"":""30.625""},""timestamp"":{""N"":""727234""}}"
"455202","{""internal_temperature"":{""N"":""31.47999954""},""pressure"":{""N"":""973.3707886""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""455202""}}"
"223220","{""internal_temperature"":{""N"":""30.84000015""},""pressure"":{""N"":""973.3916626""},""external_temperature"":{""N"":""30.75""},""timestamp"":{""N"":""223220""}}"
"51948","{""internal_temperature"":{""N"":""32.75""},""pressure"":{""N"":""971.4645386""},""external_temperature"":{""N"":""31.625""},""timestamp"":{""N"":""51948""}}"
"8527","{""internal_temperature"":{""N"":""32.13999939""},""pressure"":{""N"":""973.9260864""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""8527""}}"
"5100","{""internal_temperature"":{""N"":""32.75""},""pressure"":{""N"":""975.1312256""},""external_temperature"":{""N"":""31.375""},""timestamp"":{""N"":""5100""}}"
"170664","{""internal_temperature"":{""N"":""32.18999863""},""pressure"":{""N"":""974.3512573""},""external_temperature"":{""N"":""31.3125""},""timestamp"":{""N"":""170664""}}"
"213287","{""internal_temperature"":{""N"":""30.55999947""},""pressure"":{""N"":""973.421814""},""external_temperature"":{""N"":""30.4375""},""timestamp"":{""N"":""213287""}}"
"49516","{""internal_temperature"":{""N"":""32.22000122""},""pressure"":{""N"":""973.9197388""},""external_temperature"":{""N"":""31.25""},""timestamp"":{""N"":""49516""}}"
"997463","{""internal_temperature"":{""N"":""31.18000031""},""pressure"":{""N"":""973.4154663""},""external_temperature"":{""N"":""30.875""},""timestamp"":{""N"":""997463""}}"
"35669","{""internal_temperature"":{""N"":""30.44000053""},""pressure"":{""N"":""973.3800049""},""external_temperature"":{""N"":""30.25""},""timestamp"":{""N"":""35669""}}"
